IDlist,GLOSS,ID,English,tlah11,pied12,flor12,mont12,bate11,asun11
NA,joroba,948,NA,ko'nto,NA,tsì'ǐ,NA,NA,NA
NA,biceps,949,biceps,leso,NA,lèso,NA,NA,NA
NA,musculo de enfrente,950,thigh,NA,NA,kà'kǎn,NA,NA,NA
NA,favor,951,behalf,maní,NA,NA,NA,NA,NA
NA,pestaña,952,NA,ixin nùú,NA,NA,NA,NA,NA
NA,estornudo,953,NA,kaxa,NA,NA,NA,NA,NA
NA,nutricionista,954,nutritionist,nà sná'à xa kuxió,NA,NA,NA,NA,NA
NA,imedio,955,NA,mà'ñu,NA,NA,NA,NA,NA
NA,posible,956,possible,koto,NA,NA,NA,NA,NA
NA,todo,957,all,ndi'i,NA,NA,NA,NA,NA
NA,inyección,958,injection,tíku,NA,NA,NA,NA,NA
NA,ajo,959,garlic,tikùmi,NA,NA,NA,NA,NA
NA,molestia,960,NA,sindi'in,NA,NA,NA,NA,NA
NA,irritacion,961,NA,kutúmi,NA,NA,NA,NA,NA
NA,infección,962,NA,xaá,NA,NA,NA,NA,NA
NA,ahorita/momento,963,NA,tiká'a / tiká'ǎ,NA,NA,NA,NA,NA
NA,qué/quién,964,NA,nda᷆á,NA,NA,NA,NA,NA
NA,Teco,965,NA,NA,NA,NA,NA,NA,NA
NA,algo suave,966,something soft,NA,machi,NA,NA,NA,NA
NA,lloron,967,weeping,NA,lá'á,NA,NA,NA,NA
