Grapheme	IPA	EXAMPLES	LANGUAGES	FREQUENCY	CODEPOINTS
ǎ	ǎ	ixǎn, xǎ'ân	pied12, flor12, mixt11, yucu17, jica13	24	U+01ce
q	q	yɨquɨ, ndɨquɨ	chic12, tepo01, chay11, atat11, colo11, papa11	24	U+0071
ā̧	ā̧	ñā̧ʔā̧, ñā̧nī̧	ocot11, nuyo11, yucu12, yucu15, xaya12, moli11, xaya11, gran11, atat11, mixt11, ayut11, teco11, nuch11	24	U+0101 U+0327
θ	θ	ƀiθi, ʔuθu	ahue11, esta11, tama12, coat11, yucu16, reye11	24	U+03b8
³⁵$	³⁵	ku³⁵, wːe³⁵	chic12	23	U+00b3 U+2075 U+0024
oo	oː	ⁿdooʔ, toon	chic02, copa11, yuta13, zaca11, chay11, prom01, jami11, ayut11, sind11, colo11	23	U+006f U+006f
ǔ	ǔ	ñǔu, xǔ'un	flor12, pied12, mixt11, jica13, yucu17, xoch11	23	U+01d4
í̧	í̧	čí̧ì̧, ʔīkí̧-ʔí̧ñú̧	yucu15, peno11, gran11, metl11, alac11, teco11, caca11, ixpa11, coat11, yucu12, prog12, atat11, yucu13, xaya12, soya11	23	U+00ed U+0327
u̧u̧	u̧u̧	ku̧u̧-sawi, ku̧u̧-đawi	yucu13, aten11, ixta12, tama12, tepe11, mont14, tlac11, mech11, brav11, tona11, chay11, alco11, yolo11, guad11, lore11, soya11, more11, dura11, tepe12, ahue11, zapo11	23	U+0075 U+0327 U+0075 U+0327
kw	kʷ	sa'mǎ-kwitsì, chu-kwíi	mixt11, tlah11, copa11, yolo11, prog12, coat11, ocot11, yoso11, alac11, ayut11, conc11	22	U+006b U+0077
ɨ́$	ɨ́	līʔwɨ́, tɨ̄ñɨ́	colo11, atat11, prom01, diux11, coat11, gran11, peno11, jica11, yucu12, yoso11, chay11, nuyo11	22	U+0268 U+0301 U+0024
ỹ	ỹ	i̧ỹu̧, ku̧ỹu̧	apoa11, chic11, joco11, ixta12, tila11, yolo12, tama11, mont13, diux11, caca11, apas11, tida11	22	U+1ef9
³ˀ$	³ˀ	ʈʂa³ˀ, du³ne³ˀ	chic12	22	U+00b3 U+02c0 U+0024
³²ʰ$	³²ʰ	ne³²ʰ, ʔwe³²ʰ	chic12	21	U+00b3 U+00b2 U+02b0 U+0024
â	â	yâá, kâní	chic02, peno11, xoch11, jica13, tlah11, yucu15, flor12, mixt11	21	U+00e2
^ū	ū	ūù, ūhun	ayut11, yoso11, coat11, gran11, ocot11, prog12, atat11	21	U+005e U+016b
â$	â	tsikâ, tsaâ	diux11, pied12, flor12, coat11, mixt11, yucu17, nuyo11	20	U+00e2 U+0024
^ò	ò	òkò, òvà	flor12, pied12, mont12, dura11, prom01, yucu17	20	U+005e U+00f2
āā$	āā	sāā, yāā	prog12, alac11, yoso11, metl11, xaya12, moli11, jica11, yucu12, atat11, ayut11, tlac11, nuyo11	19	U+0101 U+0101 U+0024
^ú	ú	úvà, úxi	coat11, diux11, huen11, peno11, jica11	19	U+005e U+00fa
ò̧	ò̧	kò̧mì̧, tò̧mī̧	alac11, aten11, caca11, ixpa11, yucu13, cahu11, guad11	19	U+00f2 U+0327
ɲ	ɲ	ku²ɲu², i²ɲu²¹	alco11, chal11, zaca11, yucu16	19	U+0272
ʧ	tʃ	kʷa¹ʧi², ka¹ʧi¹	zaca11, alco11, chal11, yucu16	19	U+02a7
o̧o̧$	o̧o̧	ño̧o̧, čo̧o̧	caca11, soya11, esta11, cuat11, cahu11, cuil11, ndua11, brav11, tila11, apoa11, chic11, alac11, zapo11	19	U+006f U+0327 U+006f U+0327 U+0024
r̃	r̃	žer̃u, fier̃u	chic11, tlaz11, ixta12, cuya11, nuti11, cuau11, teit11, pied11, apoa11, nuxa11, chal11, sind11, joco11, huit11, yucu11, prog11, este11	19	U+0072 U+0303
^u̠	u̠	u̠ni̠, u̠xa̠	jica13, xoch11, alac11	18	U+005e U+0075 U+0320
úú$	úú	žúú, ñúú	peno11, yoso11, diux11, chic02, ixta12, pena11, achi11, jica11, atat11, chay11, colo11, soya11	18	U+00fa U+00fa U+0024
'³	'³	nda'³a⁴, ni'³ni⁴	yolo11, chic12	18	U+0027 U+00b3
û$	û	usû, xajtû	diux11, pied12, flor12, chic02, yucu17	18	U+00fb U+0024
dʸ	dʲ	wi̧ʔⁿdʸa, ƀi̧ʔⁿdʸa	lore11, chaz11, jami11, ixta11, mech11, tutu11, ixpa11, juxt11, tepe11, tona11, chay11, mixt11, ayut11, huaz11, yolo11, xaya12, nuch11, coso11	18	U+0064 U+02b8
^ii	iː	iin, ii-đaƀa	yuta13, tlah11, chaz11, xoch11, flor12, tlal11, pied12, ocot11, dura11, mont12, mixt11, ayut11, yoso14, colo11, jica13, yucu17	17	U+005e U+0069 U+0069
î$	î	tǒmî, ñañî	diux11, mixt11, pied12, flor12	16	U+00ee U+0024
^ỹ	ỹ	ỹu̧ʔma̧, ỹa̧ma̧	mont13, apoa11, tila11, alac11, ixta12, itun11, ndua11, nuxa11, yolo12, huit11	16	U+005e U+1ef9
^ɲ	ɲ	ɲa²Ɂmi², ɲa³ni²	chal11, yucu16, zaca11, alco11, chic12	16	U+005e U+0272
²¹$	²¹	ju²ku²¹, i²ɲu²¹	zaca11	16	U+00b2 U+00b9 U+0024
'è$	è	kuè'è, xè'è	tlah11, pied12, dura11, flor12, mont12, mixt11, yucu17	16	U+0027 U+00e8 U+0024
á̧	á̧	ná̧ʔví, ná̧ma̧	yucu15, peno11, nuyo11, tama12, yucu12, atat11, prog12, mixt11, coic11	16	U+00e1 U+0327
'à$	à	má'à, ya'à	dura11, mont12, flor12, mixt11, yucu17	15	U+0027 U+00e0 U+0024
^ð	ð	ðá’ú, ðé’hén	diux11	15	U+005e U+00f0
áá$	áá	xáá, žáá	cahu11, yucu17, xoch11, huen11, diux11, gran11, atat11, yoso11, ocot11, nuch11, abas11, jica13, ahue11	15	U+00e1 U+00e1 U+0024
ɨ̧̀$	ɨ̧̀	nɨ̧̀ñɨ̧̀, ɨ̧̄ɨ̧̀	peno11, yucu12, nuyo11, mech11, tutu11, nuti11, gran11, chay11, atat11, pino12, huaz11, tlaz11	15	U+0268 U+0327 U+0300 U+0024
ēh	ēh	vēhē, sēhe	coat11, yoso11, jami11, atat11, diux11, ocot11, prog12, ayut11, alac11	15	U+0113 U+0068
'á$	á	ya'á, nta'á	mixt11, tlah11, jica13, dura11, yucu17, mont12	15	U+0027 U+00e1 U+0024
^ɡ	g	ɡu³ˀmã³², ɡa³ʈʂa¹ˀ	chic12	15	U+005e U+0261
xʸ	xʲ	uxʸa, nì̧xʸà̧	itun11, huit11, yucu12, prog11, mont13, cuau11, pied11, yuta11, nuyo11	15	U+0078 U+02b8
óh	óh	chóhō, yóho	diux11, chic02, coat11, prog12, alac11, jami11, atat11, colo11	15	U+00f3 U+0068
³⁴$	³⁴	mare³⁴, nne³⁴	chic12	15	U+00b3 U+2074 U+0024
'i$	i	í'i, ndì'i	jica13, tlah11, flor12, pied12, yucu17, mont12, dura11	15	U+0027 U+0069 U+0024
^ì̧ì̧$	ì̧ì̧	ì̧ì̧	cahu11, moli11, xaya11, caca11, jica11, chig11, brav11, tepe11, tona11, prog12, mixt11, ayut11, xaya12, ixta13, zapo11	15	U+005e U+00ec U+0327 U+00ec U+0327 U+0024
īh$	īh	kumīh, mihīh	ayut11	14	U+012b U+0068 U+0024
īs	īs	sīsī, ʔīsù	cahu11, yucu15, alac11, xaya12, moli11, xaya11, yucu12, atat11, ocot11, nuyo11	14	U+012b U+0073
gh	gh	rrughuíha, tughuia	chic02	14	U+0067 U+0068
²⁴$	²⁴	y’en²⁴, chen²⁴	papa11, yolo11	14	U+00b2 U+2074 U+0024
^z	z	zutu, zaa	chay11, copa11	14	U+005e U+007a
'u	u	tù'un, nù'un	mixt11, tlah11, dura11, jica13, yucu17, chic12, flor12, pied12	14	U+0027 U+0075
'e$	e	ve'e, sè'e	pied12, mont12, mixt11, dura11, jica13, yucu17, tlah11, flor12	14	U+0027 U+0065 U+0024
^p	p	pele, palabra	papa11, yolo11, tlah11, chig11, chay11, yoso11, ayut11, yolo12, nund12, abas11, yucu17, toto12	14	U+005e U+0070
ìì$	ìì	nìì, kʷìì	dura11, mont12, jica11, coat11, yucu12, teco11, mixt11, colo11	13	U+00ec U+00ec U+0024
'ó$	ó	yo'ó, nto'ó	jica13, tlah11, yucu17, mixt11	13	U+0027 U+00f3 U+0024
^Ɂ	Ɂ	Ɂ-ⁿdáɁwì, Ɂ-jààɁ	prom01	13	U+005e U+0241
³¹$	³¹	rmii³¹, shihii³¹	copa11, chic12	13	U+00b3 U+00b9 U+0024
iʰ	iʰ	điʰku̧, ⁿdiʰči	cuau11, cuya11, ayut11	13	U+0069 U+02b0
'é$	é	se'é, tsì-tsie'é	tlah11, flor12, pied12, mixt11, jica13, dura11, yucu17	13	U+0027 U+00e9 U+0024
'ù	ù	ù'ùn, xa'ùn	tlah11, flor12, pied12, mixt11, dura11, yucu17	13	U+0027 U+00f9
á̧á̧$	á̧á̧	kʷá̧á̧	atat11, metl11, cahu11, ixpa11, gran11, yucu12, chay11, prog12, alac11, ayut11, nuyo11	13	U+00e1 U+0327 U+00e1 U+0327 U+0024
às	às	tàsú̧, tàsù̧	coic11, tlah11, pena11, yucu15, pied12, yucu12, ocot11, metl11, alac11, colo11, nuyo11	12	U+00e0 U+0073
^e	e	eđe, eʔši̧	coat11, ixta12, flor11, tila11, copa11, tida11	12	U+005e U+0065
⁵³$	⁵³	'ngo⁵³, guman⁵³	chic12	12	U+2075 U+00b3 U+0024
e̠	e̠	ve̠e, kue̠’e̠	jica13, yuta13, xoch11, alac11	12	U+0065 U+0320
ʃ	ʃ	bi¹ʃi², ʃu⁴ʃã³	alco11, chal11, yucu16, chic12, zaca11	12	U+0283
ɡ	g	ŋɡa³, ˀᵑɡo¹³ʰ	chic12, xaya11, cris11, toto12, yucu14	11	U+0261
î	î	chîín, kʷîì	jica13, chic02, peno11, mixt11, diux11, pied12	11	U+00ee
^ⁿz	ⁿz	ⁿzaʔyu, ⁿziƀi	cuil11, ixta12, ndua11, tlal11, apoa11, apas11, chic11, mixt11, joco11, soya11	11	U+005e U+207f U+007a
ūū$	ūū	žūū, ñūū	ocot11, atat11, chay11, prog12, caca11, gran11, mixt11	11	U+016b U+016b U+0024
ōh	ōh	yōhō, lōhō	ocot11, yoso11, alac11, jami11, coat11, chay11, prog12	10	U+014d U+0068
¹ˀ$	¹ˀ	a³nĩ¹ˀ, tsi¹ˀ	chic12	10	U+00b9 U+02c0 U+0024
'ì$	ì	nché'ì, yi'ì	mixt11, dura11, tlah11, flor12, mont12, yucu17	10	U+0027 U+00ec U+0024
í̧í̧$	í̧í̧	ní̧í̧, tí̧í̧	yucu15, sayu11, tlal11, yucu12, atat11, ocot11, teco11, tepe12, nuyo11, coic11	10	U+00ed U+0327 U+00ed U+0327 U+0024
^i̧i̧$	i̧i̧	i̧i̧	cuil11, chaz11, caca11, amat11, tejo11, mixt11, yolo12, toto12, mica11	10	U+005e U+0069 U+0327 U+0069 U+0327 U+0024
ð	ð	í’ðú, kɨ́ðɨ̂	diux11	9	U+00f0
'ò$	ò	yo'ò, ló'ò	mont12, dura11	9	U+0027 U+00f2 U+0024
⁴³$	⁴³	ta⁴³, nã⁴³	chic12, papa11	9	U+2074 U+00b3 U+0024
ɨ̧̄$	ɨ̧̄	kʷī̧nɨ̧̄, yɨ̄kɨ̧̄	nuyo11, yucu12, atat11	9	U+0268 U+0327 U+0304 U+0024
ɨ̧̀	ɨ̧̀	nɨ̧̀ñɨ̧̀, ñɨ̧̀ɨ̧̄	tlaz11, nuyo11, mech11, tutu11, peno11, chay11, huaz11	9	U+0268 U+0327 U+0300
nh$	nh	ishānh, itūnh	ayut11	9	U+006e U+0068 U+0024
y$	y	mamey, cudzy	tepo01, ayut11, esta11, apoa11, chal11, prom01	9	U+0079 U+0024
āh$	āh	ndahāh, vīkāh	ayut11	9	U+0101 U+0068 U+0024
⁵	⁵	de’loj⁵o, yan’⁵anj³	chic12	9	U+2075
’$	<?>	nda’a’, yo’ó’	zaca11, metl11	9	U+2019 U+0024
ꞌ	<?>	yùꞌvà, nti-chéꞌé	yucu17	9	U+a78c
ɨ̃	ɨ̃	tna⁴kɨ̃¹ʰ, tɨ̃³ʰ	chic12, yoso11	9	U+0268 U+0303
¹⁴$	¹⁴	i²yu¹⁴, y’a²ta¹⁴	papa11	9	U+00b9 U+2074 U+0024
üü$	üü	žüü, küü	caca11, yucu16, esta11, tlac12, nuch11, ahue11	9	U+00fc U+00fc U+0024
p	p	sapu, papá	flor11, pena12, nund11, tlal11, ocot11, yoso11, yucu13, adeq11	9	U+0070
^sʸ	sʲ	sʸoo, sʸaʔa	tlac12, yucu15, chay12, teco11, aten11, juxt11	9	U+005e U+0073 U+02b8
ō̧$	ō̧	nò̧ʔō̧, kùñō̧	cahu11, alac11, caca11, nuch11	9	U+014d U+0327 U+0024
¹³$	¹³	kahanx¹³, yax¹³	copa11, chic12, yolo11	9	U+00b9 U+00b3 U+0024
áá	áá	kuáán, kwáán	alac11, chic02, pena11, flor12, atat11, prog12, yoso11, dura11	9	U+00e1 U+00e1
^ī̧ī̧$	ī̧ī̧	ī̧ī̧	moli11, xaya11, caca11, gran11, chay11, atat11, prog12, mixt11, metl11	9	U+005e U+012b U+0327 U+012b U+0327 U+0024
a̧a̧	a̧a̧	na̧-a̧ma̧, ṣ̌a̧a̧-ña̧ka	achi11, nuxa11, pied11, apas11, tata11, teit11, tida11, chal11, yucu11	9	U+0061 U+0327 U+0061 U+0327
^xʷ	xʷ	xʷa̧a̧, xʷi̧ñi̧	huit11, pied11, tama11, cuil11, yuta11	9	U+005e U+0078 U+02b7
hw	hw	ruhwih³, rahwix³²	copa11	8	U+0068 U+0077
īsh	īsh	vīshi, ndīshī	ocot11, yoso11, ayut11, coat11, alac11	8	U+012b U+0073 U+0068
ìh	ìh	kìhì, čìhī	prog12, ixpa11, ocot11, atat11, aten11, nuch11, colo11	8	U+00ec U+0068
ʈʂ	ʈʂ	ʃi³ʈʂo³²ʰ, ɡa³ʈʂa¹ˀ	chic12	8	U+0288 U+0282
'ǒ$	ǒ	ntò'ǒ, nto'ǒ	pied12, flor12, yucu17	8	U+0027 U+01d2 U+0024
^rr	rr	rrunehe, rriíñiaha	chic02	8	U+005e U+0072 U+0072
^n̄	n̄	n̄āxīn, n̄ani	ocot11, yoso11, jami11, ayut11, alac11	8	U+005e U+006e U+0304
'⁴	'⁴	xa'⁴a², ti¹-ma'⁴a²	yolo11	8	U+0027 U+2074
ū̧ū̧$	ū̧ū̧	ñū̧ū̧, tū̧ū̧	moli11, xaya11, jica11, gran11, yucu12, prog12, xaya12, nuyo11	8	U+016b U+0327 U+016b U+0327 U+0024
²¹	²¹	ni²i²¹Ɂ, ⁿdi²ʧã²¹Ɂ	zaca11	8	U+00b2 U+00b9
 	<?>	šiki ñu̧u̧, su ⁿduʔu	zaca11, tlah11, jami11, chay11, chic11, pino11, colo11	8	U+00a0
'ǎ$	ǎ	nta'ǎ, ya'ǎ	pied12, flor12, yucu17	8	U+0027 U+01ce U+0024
^ȼ̣	<?>	ȼ̣i-đi̧ʔi̧, ȼ̣i̧u̧	guad11	8	U+005e U+023c U+0323
óó$	óó	kóó, ⁿdóó	peno11, jica11	8	U+00f3 U+00f3 U+0024
^ž̩	ž̩	ž̩ati, ž̩utu	ixta12	8	U+005e U+017e U+0329
^ʧ	tʃ	ʧi³ĩ¹, ʧa²ni²	zaca11, alco11, yucu16	8	U+005e U+02a7
^ù̧	ù̧	ù̧ʔù̧, ù̧nì̧	xaya12, moli11, prog12, mixt11, dura11, coic11	8	U+005e U+00f9 U+0327
ò̧$	ò̧	yitnò̧, yitò̧	alac11, caca11, reye11, ocot11	8	U+00f2 U+0327 U+0024
'ì	ì	sì'ìn, si'ìn	flor12, dura11, tlah11, pied12, mont12, yucu17	8	U+0027 U+00ec
^ⁿt	ⁿt	ⁿtī-šikʷi, ⁿtìčī	ocot11, mica11	8	U+005e U+207f U+0074
'i	i	tǐ'in, mǐ'in	mixt11, yucu17	8	U+0027 U+0069
^ìì	ìì	ììn	flor12, pied12, mont12, mixt11, dura11, abas11, yucu17	8	U+005e U+00ec U+00ec
¹⁴	¹⁴	xa¹⁴a³, nu¹⁴u³	yolo11, papa11	7	U+00b9 U+2074
ǜ$	<?>	ⁿdǜčǜ, žǘkǜ	prog12, cahu11	7	U+01dc U+0024
^ṣ	ṣ	ṣa̧ʔu̧, ṣitʸi	juxt11, yolo12, tlac12	7	U+005e U+1e63
ǒ	ǒ	tǒmî, ti-sǒ’ma	jica13, pied12, flor12, xoch11	7	U+01d2
ɨ̧́$	ɨ̧́	nɨ̧́ñɨ̧́, tì̧ñɨ̧́	peno11, diux11, atat11, yolo11, tlaz11, acat11, nuyo11	7	U+0268 U+0327 U+0301 U+0024
i̧i̧	i̧i̧	ti̧i̧ʔ, ni̧i̧ʔ	ayut11, zaca11, nund11	7	U+0069 U+0327 U+0069 U+0327
^ʈʂ	ʈʂ	ʈʂa³ˀ, ʈʂu³ʰ	chic12	7	U+005e U+0288 U+0282
ṣ	ṣ	uṣa, ƀiṣi	juxt11, yolo12, teit11, tila11	7	U+1e63
ùh	ùh	cùhù, jùhmà	colo11, chay11	7	U+00f9 U+0068
'a	a	xí'an, yan³'an⁴	tlah11, chic12, mixt11, dura11, jica13, yucu17	7	U+0027 U+0061
ȩȩ$	<?>	ñȩȩ, čȩȩ	tepo11, chaz11, ndua11, apoa11, yucu13, toto12	7	U+0229 U+0229 U+0024
'ù$	ù	ñu'ù, ku'ù	pied12, yucu17, flor12, mont12, mixt11	7	U+0027 U+00f9 U+0024
'ñ	ɲ	mà'ñú, xí'ña	tlah11, pied12, flor12, jica13	7	U+0027 U+00f1
ǖ	<?>	žǖʔǚ, žǖǘ	tama12, cahu11, more11, prog12	7	U+01d6
^ɨɨ	ɨː	ɨɨn	chay11, atat11, jami11, coat11, colo11	7	U+005e U+0268 U+0268
^i̠	i̠	i̠ín, i̠ñu̠	jica13, xoch11, alac11	7	U+005e U+0069 U+0320
éé$	éé	kʷéé, kwéé	atat11, pena11, gran11, ocot11, yoso11, nuyo11	7	U+00e9 U+00e9 U+0024
^á	á	ámá, ásin	jami11, huen11, coat11, prom01, colo11, abas11	6	U+005e U+00e1
’h	<?>	kú’hú, ðé’hén	diux11	6	U+2019 U+0068
¹ʰ$	¹ʰ	tna⁴kɨ̃¹ʰ, de⁴ʔlo¹ʰ	chic12	6	U+00b9 U+02b0 U+0024
ú̧ú̧$	ú̧ú̧	ñú̧ú̧, nú̧ú̧	teco11, jica11, gran11, atat11, pino11	6	U+00fa U+0327 U+00fa U+0327 U+0024
ǐ̧$	ǐ̧	nī̧ǐ̧, ƀí̧dǐ̧	coat11, tama12, ahue11	6	U+01d0 U+0327 U+0024
ɛ$	ɛ	kʷiʔɛ, vʸeʔɛ	ayut11	6	U+025b U+0024
īh	īh	sīhí, kīhvih	ayut11, alac11, ocot11	6	U+012b U+0068
hsh	hsh	ndihshen, úhshē	coat11	6	U+0068 U+0073 U+0068
Ñ	<?>	ñu̧Ñnȩ, ⁿdakʷa-ta-Ña̧ʔa̧	cuau11, cuya11, esta11, yoso11	6	U+00d1
sʸ	sʲ	ⁿdʸisʸi, usʸa	juxt11, yucu15, tlac12, sind11, teco11	6	U+0073 U+02b8
'ú$	ú	yu'ú, ñu'ú	tlah11, yucu17, jica13, mixt11	6	U+0027 U+00fa U+0024
^o̠	o̠	o̠ko̠, o̠’o̠n	alac11, jica13, xoch11	6	U+005e U+006f U+0320
éh	éh	shéhūn, trunchighuéha	chic02, diux11, atat11, coat11	6	U+00e9 U+0068
^xʸ	xʲ	xʸèʔè, xʸa̧ʔu̧	itun11, mont13, gran11, yucu12, yoso11, nuyo11	6	U+005e U+0078 U+02b8
'u$	u	nù'u, ñu'u	jica13, yucu17, pied12, dura11	6	U+0027 U+0075 U+0024
o̧o̧	o̧o̧	ko̧o̧-đawi, ko̧o̧-sawi	tutu11, apas11, chic11, huaz11, joco11, acat11	6	U+006f U+0327 U+006f U+0327
ɨ̧̀ɨ̧̀$	ɨ̧̀ɨ̧̀	ñɨ̧̀ɨ̧̀	mech11, tutu11, nuti11, yucu12, chay11, huaz11	6	U+0268 U+0327 U+0300 U+0268 U+0327 U+0300 U+0024
^às	às	àsǐn, àsǐ	flor12, pied12, mixt11, dura11, yucu17, colo11	6	U+005e U+00e0 U+0073
ǜ	<?>	ⁿdǜčǜ, žǜtā	cahu11, prog12	5	U+01dc
⁴⁵$	⁴⁵	xico’⁴⁵, da’ni⁴⁵	chic12	5	U+2074 U+2075 U+0024
ù̧ù̧$	ù̧ù̧	tù̧ù̧, čù̧ù̧	moli11, peno11, jica11, ayut11, nuyo11	5	U+00f9 U+0327 U+00f9 U+0327 U+0024
õ̀$	õ̀	Ɂ-kʷíjõ̀, ᴮ-kójõ̀	prom01	5	U+00f5 U+0300 U+0024
?$	<?>	ⁿdo-ardia?, ii-?	chaz11, flor11, chig11, tlal11, tlac11	5	U+003f U+0024
û	û	trûn, hûghue	chic02, tlah11, diux11	5	U+00fb
n̄	n̄	yan̄i, ti-n̄ihí	jami11, prog12, ayut11, ocot11	5	U+006e U+0304
^ᵐb	ⁿb	ᵐbaʔa, ᵐbiđi	cris11, more11, ixta13	5	U+005e U+1d50 U+0062
'o	o	tò'on, yo'o⁵³	mont12, chic12, flor12	5	U+0027 U+006f
ô$	ô	víkô, ðítô	diux11, flor12	5	U+00f4 U+0024
üs	üs	ⁿdüsa, žüsa	esta11, caca11, tlac12	5	U+00fc U+0073
^ü	ü	ütü, üθü	more11, esta11, prog12, caca11	5	U+005e U+00fc
³²	³²	da³ˀnĩ³²-ta³ˀu³², da³ˀnĩ³²-ʃa³na¹	chic12	5	U+00b3 U+00b2
^īs	īs	īsù, īsu	moli11, gran11, ocot11, yoso11, alac11	5	U+005e U+012b U+0073
e̠$	e̠	kue̠’e̠, dé’e̠	yuta13, alac11, xoch11	5	U+0065 U+0320 U+0024
^ᴮ	<?>	ᴮ-xánì, ᴮ-tówĩ̀	prom01	5	U+005e U+1d2e
^j̃	j̃	j̃ã³ʰ, j̃ã³²	chic12	5	U+005e U+006a U+0303
ùs	ùs	ʔùsà, tì-hùsá	guad11, ixpa11, yucu13, aten11	5	U+00f9 U+0073
òò	òò	jòòɁ, kòò-káā	tama12, prom01, teco11, nuch11, guad11	5	U+00f2 U+00f2
'í$	í	xi̠'í, xì'í	jica13, tlah11, dura11, flor12	5	U+0027 U+00ed U+0024
ōs	ōs	ndōsō, yōsǒ	yucu15, more11, ocot11, alac11, coic11	5	U+014d U+0073
ǘ	<?>	žǘʔǜ, žǘʔǚ	prog12, ahue11	4	U+01d8
^'a	a	'a³ta³, 'an³	papa11, copa11	4	U+005e U+0027 U+0061
tʃ	tʃ	ʃa²tʃi¹ʰ, si³ɡa²tʃi³	chic12	4	U+0074 U+0283
ô	ô	tônha, óhôn	diux11, chic02, reye11	4	U+00f4
^ʔw	ʔw	ʔwaa, ʔwi¹	chic12, zapo11	4	U+005e U+0294 U+0077
ó̧$	ó̧	kó̧’ó̧, tnō̧ó̧	cahu11, alac11, diux11, teco11	4	U+00f3 U+0327 U+0024
ō̧	ō̧	tnō̧ʔō̧, ñō̧ò̧	cahu11, nuch11, caca11	4	U+014d U+0327
rr	rr	či-čarra, lírrú ka'a ye'è	chic02, tlah11, yucu13	4	U+0072 U+0072
ɨ̧́	ɨ̧́	nɨ̧́ñɨ̧́, tnɨ̧́ñú̧	peno11, yolo11, acat11	4	U+0268 U+0327 U+0301
ȩ̀$	<?>	mī̧ʔnȩ̀, nȩ̀ʔȩ̀	peno11, atat11, nuyo11, chic11	4	U+0229 U+0300 U+0024
^yy	yː	yya²va², yyo’³⁴	chic12, papa11, chic02	4	U+005e U+0079 U+0079
ī̧ī̧$	ī̧ī̧	čī̧ī̧, ñā̧ñī̧ī̧	cahu11, xaya11, xaya12, teco11	4	U+012b U+0327 U+012b U+0327 U+0024
^'i	i	'i⁴n’u⁴, 'i⁴yu⁴	papa11	4	U+005e U+0027 U+0069
ȩ̄$	<?>	ñū̧xȩ̄, ⁿdixȩ̄	yucu12, atat11, ocot11	4	U+0229 U+0304 U+0024
^iʰ	iʰ	iʰtū̧ʔ-ⁿdu̧ʔuʔ, iʰkūʔ	ayut11	4	U+005e U+0069 U+02b0
ǖ$	<?>	ǖhǖ, yǖʔǖ	cahu11, prog12	4	U+01d6 U+0024
o̠o̠$	o̠o̠	yo̠o̠, no̠o̠	alac11	4	U+006f U+0320 U+006f U+0320 U+0024
th	tʰ	ntīthíyūn, dāanthi	conc11	4	U+0074 U+0068
i̧ⁿ$	i̧ⁿ	či̧i̧ⁿ, žatni̧ⁿ	xaya11, coso11, mont14, diux11	4	U+0069 U+0327 U+207f U+0024
^ú̧	ú̧	ú̧ʔú̧, ú̧ʔǔ̧	peno11, jica11, coat11	4	U+005e U+00fa U+0327
àh	àh	tsaàha, tsàhà	chic02, colo11	4	U+00e0 U+0068
íí$	íí	kʷíí, yíí	colo11, cahu11, mont12	4	U+00ed U+00ed U+0024
'ǐ$	ǐ	xi'ǐ, kwí'ǐ	tlah11, mixt11, pied12, flor12	4	U+0027 U+01d0 U+0024
ɥ	ɥ	kɥe³e³, kɥi³i¹	yucu16	4	U+0265
^wː	wː	wːe³⁵, wːi¹³	chic12	4	U+005e U+0077 U+02d0
^ⁿr̃	ⁿr̃	ⁿr̃iʔi, ⁿr̃aʔwi	chic11	4	U+005e U+207f U+0072 U+0303
^ī̧	ī̧	ī̧ʔnī̧, ī̧ñu̧	xaya12, metl11, ayut11	4	U+005e U+012b U+0327
^gh	gh	ghuee, ghueeha	chic02	4	U+005e U+0067 U+0068
^f	f	fier̃u	sind11, chal11, apoa11, joco11	4	U+005e U+0066
'ú	ú	xù'ún, shù'ún	pied12, tlah11, flor12, dura11	4	U+0027 U+00fa
'l	l	tó'lo, pe'lo	mixt11, tlah11, yucu17, dura11	4	U+0027 U+006c
^īī	īī	īīn, īīnh	ayut11, zaca11, ocot11	4	U+005e U+012b U+012b
^ɨ̄ɨ̄	ɨ̄ɨ̄	ɨ̄ɨ̄n	jami11, yoso11, diux11, coat11	4	U+005e U+0268 U+0304 U+0268 U+0304
^úú$	úú	úú	chic02, huen11, diux11, peno11	4	U+005e U+00fa U+00fa U+0024
Ɂw	Ɂw	jùɁwẽ̀, jùɁwè	prom01	4	U+0241 U+0077
ǰ	ǰ	ƀi̧ʔⁿǰā, mi̧ʔⁿǰa	gran11, yoso11, coso11, acat11	4	U+01f0
ɨ̄ɨ̄$	ɨ̄ɨ̄	lɨ̄ɨ̄, tyāyɨ̄ɨ̄	jami11, yucu12, nuyo11	4	U+0268 U+0304 U+0268 U+0304 U+0024
^aa$	aː	aa	ixta12, nuxi11, nuxa11, pied11	4	U+005e U+0061 U+0061 U+0024
^mm	mm	mmi³⁴, mmi’³i	chic02, chic12	4	U+005e U+006d U+006d
ȩ́	<?>	nȩ́-kíƀɨ̄, kʷȩ́ñù̧	yucu12, atat11, peno11	4	U+0229 U+0301
^ās	ās	āsi̧ʔ, āsī̧	ayut11, moli11, ocot11	4	U+005e U+0101 U+0073
ls	ls	kalso̧ni̧, kalso̧n	soya11, chal11, mont14, yoso11	4	U+006c U+0073
xʷ	xʷ	či-xʷȩñi̧, kɨtɨxʷi̧ʔna̧	tama11, pied11, huit11	3	U+0078 U+02b7
òh	òh	ndòhò, còhò	colo11, chay11	3	U+00f2 U+0068
^ⁿř	ⁿř	ⁿřuči, ⁿřakʷa	chic11	3	U+005e U+207f U+0159
